x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanobsall,upobsall,lowobsall,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
1110,9844459.73,13612883.729281168,6076035.7307188315,8040085.21,11469879.724780824,4610290.695219176,11719719.59,16341978.405737814,7097460.774262185,10994415.16,16022037.783794796,5966792.536205204,10272844.98,14039680.854775006,6506009.105224995,9417048.81,12792330.485278348,6041767.134721654,5234209.63,7519402.581473641,2949016.6785263587
1120,8159086.49,10917385.239710245,5400787.740289755,7375917.82,10406090.032653108,4345745.607346893,10084071.44,13928204.360084388,6239938.51991561,9369557.86,13293127.30574632,5445988.414253679,8709995.71,11567465.728847284,5852525.691152717,8405840.32,11411837.055629468,5399843.584370533,5569230.35,8226169.597564775,2912291.1024352247
1130,9210829.15,12643987.407502875,5777670.892497125,8017069.22,11231589.99019538,4802548.449804619,10879761.21,15084863.581514543,6674658.838485459,10527841.55,14868100.337893195,6187582.762106807,9376448.7,12751458.114033978,6001439.285966019,8868429.33,12092890.444787592,5643968.215212408,5604758.21,8379719.696377748,2829796.7236222522
1140,10337939.94,14105223.19055164,6570656.6894483585,8342302.36,11847839.078012563,4836765.641987437,11291349.77,15387491.758004911,7195207.781995087,11755544.0,16258083.311026331,7253004.688973668,10275247.1,14018938.68671346,6531555.513286538,9467427.86,12936911.63142052,5997944.088579479,6880012.29,10464690.41710654,3295334.1628934587
1150,9202258.47,12359206.234645138,6045310.705354864,7680784.42,10497212.790615786,4864356.049384213,10251289.31,14173046.767963465,6329531.852036536,11070146.99,15379740.859485103,6760553.120514898,9583363.31,12951523.473860342,6215203.146139659,8314823.74,11232209.782919336,5397437.697080665,5418364.25,8039501.47279203,2797227.0272079697
1160,8426297.59,11444402.713632742,5408192.466367258,7873615.73,11027314.895202471,4719916.56479753,9941704.27,13726349.657712609,6157058.88228739,9358583.78,12824426.165304627,5892741.394695371,9038537.16,12264344.963417135,5812729.356582865,8380222.57,11554903.297309328,5205541.842690673,5475886.88,8178039.039416017,2773734.7205839823
1170,8554950.18,11678771.834310135,5431128.5256898645,6600380.09,9375072.363481585,3825687.816518415,8942455.46,12106491.270115722,5778419.649884279,8878102.6,12142200.140587628,5614005.059412371,9073301.0,12466148.56523921,5680453.434760789,7855685.58,10799600.242157584,4911770.917842416,4743597.43,7277725.727043197,2209469.1329568033
1180,8673910.57,11902564.788434835,5445256.351565165,6925811.56,9730287.814365298,4121335.3056347016,9272133.99,12707696.917019159,5836571.062980842,9282234.37,12889081.38114183,5675387.358858167,8515949.19,11609489.571588982,5422408.808411017,7368933.85,10117636.645433122,4620231.054566877,4895808.06,7322475.48948938,2469140.6305106194
1190,10737645.69,14271377.497572709,7203913.882427291,8116459.69,11120461.787763033,5112457.592236968,11392228.66,15365448.930332556,7419008.389667445,11425480.1,15290412.189318184,7560548.0106818145,10622002.41,13984980.403388998,7259024.416611003,8793614.03,12017528.720720518,5569699.339279481,5717978.33,8502765.566102538,2933191.093897463
1200,10848395.86,14470589.189259944,7226202.530740054,8219064.41,11331079.130344592,5107049.689655408,11800127.51,16003079.444138702,7597175.575861298,12054928.46,16334827.444146289,7775029.475853713,10829138.71,14680809.36279661,6977468.057203392,9806746.94,13460683.154069677,6152810.725930322,6209492.54,9253261.677689988,3165723.402310012
1210,10799717.65,14398139.124289198,7201296.175710803,7606294.44,10584572.936999533,4628015.9430004675,10365386.89,14002372.654999593,6728401.125000408,10927788.75,14450739.009107336,7404838.490892664,9996999.69,13389719.44917972,6604279.93082028,9606165.27,12886292.344704954,6326038.195295045,5757006.71,8594681.359557634,2919332.0604423657
1220,10656870.9,14411704.988870867,6902036.811129134,6966821.31,9772363.263920218,4161279.3560797824,10109759.88,13711224.543217633,6508295.216782368,10681945.99,14286055.569417663,7077836.4105823375,9205556.55,12326050.315175168,6085062.784824834,9633462.28,12948544.347112108,6318380.21288789,4939715.47,7431843.789767722,2447587.150232278
1230,10009559.3,13812573.069281256,6206545.530718746,7540931.87,10695548.405159961,4386315.334840039,10057810.45,13736025.199954882,6379595.700045115,10167868.55,13842977.02735935,6492760.072640652,9094375.28,12420068.762068994,5768681.797931003,10105861.91,13795652.394525612,6416071.4254743885,5464747.67,8539867.32044017,2389628.01955983
1240,10220960.61,14105636.934770323,6336284.2852296755,7222064.26,10103491.559670143,4340636.960329858,9950455.71,13616391.489069283,6284519.93093072,10048673.44,13723276.807541097,6374070.072458902,9701606.5,13323832.824532833,6079380.175467166,9841281.79,13576834.361720422,6105729.218279576,4908539.05,7367811.514224416,2449266.585775584
1250,10188686.5,13872210.428099487,6505162.571900513,7235272.77,10102418.149833098,4368127.3901669,9688015.99,13182074.551087026,6193957.428912975,9974029.36,13374971.027905677,6573087.692094322,9569274.12,12924888.418835502,6213659.821164495,9230638.77,12841776.877797998,5619500.662202002,4776882.89,7314234.876320582,2239530.9036794174
1260,10904135.41,14778076.043517089,7030194.776482912,7640674.7,10734603.420213323,4546745.979786677,9942560.06,13566907.764963211,6318212.35503679,10575670.08,14174959.519049052,6976380.640950948,10415680.64,14137828.828737527,6693532.451262475,9583473.61,13626292.475508524,5540654.744491475,4979240.61,7566174.718470231,2392306.5015297704
1270,11768985.17,15932158.510165475,7605811.829834525,9003210.89,12623638.043737426,5382783.736262576,11138522.83,15426550.300079416,6850495.359920585,11735776.72,15837564.032047555,7633989.4079524465,11213743.19,15348508.131761275,7078978.248238724,10810724.39,14955436.088455956,6666012.691544045,5736377.87,8582423.49882844,2890332.2411715603
1280,10751505.18,14588543.606259445,6914466.753740555,8089337.28,11334122.133352522,4844552.426647479,10795064.03,14788274.894675555,6801853.165324444,10798626.38,14498208.133638255,7099044.626361747,10146299.3,13831820.22970109,6460778.370298911,9902489.44,13775391.949008785,6029586.930991214,5463604.42,8301724.810712922,2625484.0292870775
1290,10315259.14,14137812.089368906,6492706.190631096,7657303.48,10841605.174994182,4473001.78500582,10670688.18,14645013.91876586,6696362.44123414,10404812.75,14027845.454333037,6781780.045666964,9601135.13,13216299.866380269,5985970.393619733,9692252.25,13410786.371922066,5973718.128077934,5677480.14,8572943.350077067,2782016.9299229337
1300,11195685.63,15196475.736212548,7194895.523787453,7260103.51,10289585.131277202,4230621.888722798,10702810.68,14689728.631557763,6715892.728442236,10971870.91,14816756.182628758,7126985.637371242,10507027.73,14402438.922118206,6611616.537881795,10260210.26,14032614.437974986,6487806.082025015,5721520.63,8481731.662643561,2961309.597356439
1310,10828846.48,14675792.831640998,6981900.128359003,7776082.62,11072466.39367322,4479698.84632678,11009716.15,14819111.899883693,7200320.400116308,10434831.22,14058980.604220828,6810681.835779173,10258818.93,13925854.89086743,6591782.96913257,10862663.65,14674483.396413574,7050843.903586427,5703047.17,8396318.336715344,3009776.003284655
1320,11116394.93,15094318.3251957,7138471.5348043,8293441.06,11500351.960149707,5086530.159850292,11374549.0,15338728.436935581,7410369.563064419,11160331.75,14954645.270076366,7366018.229923634,11180776.01,15249363.52244746,7112188.497552541,10883699.58,14912503.646264603,6854895.513735397,5787892.73,8498844.95859744,3076940.5014025606
1330,11076998.14,15016447.218357347,7137549.061642653,8245863.85,11742239.57547108,4749488.124528919,11853564.73,16102667.155992478,7604462.304007524,11208597.25,15117040.81302616,7300153.68697384,10990183.31,15013486.658609848,6966879.9613901535,11201777.31,15133325.703248395,7270228.916751606,5676029.01,8347764.942502253,3004293.077497747
1340,10658312.51,14634596.25139576,6682028.768604239,8101703.07,11636138.004617969,4567268.135382032,11170549.25,15330258.731105642,7010839.768894358,10968202.34,14842911.95143959,7093492.7285604095,10627673.87,14555850.630336145,6699497.109663853,10552953.3,14429123.134862559,6676783.465137443,5247394.48,7603560.152851415,2891228.807148586
1350,9995998.02,13495629.313367987,6496366.726632012,7416111.55,10757100.553867802,4075122.5461321976,10543748.96,14326679.209828468,6760818.710171534,10161465.29,13554322.320467018,6768608.259532981,10000405.02,13501002.220664136,6499807.819335864,9844928.43,13609370.833536934,6080486.026463066,5687105.77,8214161.257885853,3160050.2821141467
1360,8956815.89,12397088.947508149,5516542.832491853,7197734.25,10358771.515361588,4036696.9846384116,10451036.77,14317365.061607266,6584708.478392733,9215624.03,12538727.593032293,5892520.466967706,8908334.14,12346726.621469725,5469941.658530275,10010590.23,13919907.811945012,6101272.648054989,5163892.65,7637476.28801837,2690309.0119816307
1370,9155643.5,12767122.791688826,5544164.208311175,7612626.2,11123728.078823527,4101524.321176473,10414347.04,14421421.305239266,6407272.774760732,9310970.21,12850894.731052324,5771045.688947678,9019010.04,12607161.4612719,5430858.6187280975,10465665.33,14517403.670664413,6413926.989335587,5180508.66,7569399.124826586,2791618.195173415
1380,9615916.22,13525801.882358039,5706030.557641963,7742762.76,11542694.91287496,3942830.6071250406,10357380.69,14510351.439564314,6204409.940435685,9249677.72,12866143.71751011,5633211.722489892,9267030.91,13005758.326588253,5528303.493411748,10495278.21,14504400.010429297,6486156.409570705,5191934.41,7605206.8602951085,2778661.959704892
1390,9317806.34,12761349.307287488,5874263.372712512,7328821.1,10739716.418048743,3917925.7819512566,10784559.78,14988786.694449618,6580332.86555038,9029944.98,12414941.076009158,5644948.883990843,9236463.44,12723151.24249715,5749775.63750285,10109281.29,14227540.852745116,5991021.7272548815,5462818.86,7859616.521235095,3066021.1987649053
1400,9747933.74,13187412.521956306,6308454.958043694,7322263.95,10439241.770727819,4205286.129272182,11539457.38,16394150.085672157,6684764.674327845,9466543.39,12797754.813978799,6135331.9660212025,9592265.71,13022349.143668193,6162182.276331808,10575693.94,14844264.619720709,6307123.26027929,5320996.83,7545506.754401903,3096486.9055980975
1410,9917384.54,13357024.421224292,6477744.658775707,7349653.36,10539438.835426036,4159867.884573964,11206279.23,15725307.866468564,6687250.593531438,9866061.57,13243649.003517285,6488474.136482716,9733209.39,13099267.428276664,6367151.351723338,10366545.13,14579825.493196901,6153264.766803102,5322404.03,7405750.787023107,3239057.272976894
1420,10644327.49,14396755.499078605,6891899.480921394,8038650.65,11672520.245146492,4404781.054853508,11717112.52,16394455.936831368,7039769.103168631,10914332.24,14732181.02223268,7096483.457767321,10745938.6,14571211.901397597,6920665.298602403,11234164.68,15943945.14915587,6524384.210844128,5672555.52,7908812.239029195,3436298.8009708035
1430,10614240.4,14414771.22153407,6813709.578465931,8087373.25,11981110.624504764,4193635.8754952373,12242736.42,17197616.050079755,7287856.789920244,10805156.01,14647673.996767854,6962638.023232145,10417158.52,14265058.461126871,6569258.578873127,11162997.23,16001434.628133213,6324559.831866788,5879003.6,8432428.137965161,3325579.062034837
1440,10639491.52,14273250.862952087,7005732.177047912,8087092.63,12008749.486179808,4165435.773820191,12489490.36,17370288.9532187,7608691.766781302,10508068.63,14095822.467823798,6920314.792176204,10743193.41,14408810.64512244,7077576.17487756,11143961.98,16106562.800356183,6181361.159643818,5803901.09,8228949.053842091,3378853.1261579087
1450,9408537.39,12723661.06371187,6093413.716288132,7078413.74,10723388.435434777,3433439.044565222,11134661.76,15467995.407674124,6801328.112325875,9417981.58,12816688.231345985,6019274.928654016,9328161.48,12674988.195382964,5981334.764617036,9405466.47,13664294.0959067,5146638.844093302,5547214.91,8006853.223961623,3087576.5960383774
1460,9539276.93,12884011.352332378,6194542.507667622,7312945.68,11061695.460499572,3564195.8995004273,10508350.76,14726983.466532178,6289718.053467822,9425086.39,12720852.34246957,6129320.437530432,9559656.67,12910045.263882399,6209268.076117601,9176404.69,13387688.23982631,4965121.1401736885,5618115.49,8202156.179876275,3034074.8001237256
1470,9543688.73,12879230.36600193,6208147.09399807,6620951.7,10462050.305847397,2779853.094152603,10873401.05,15119286.911803229,6627515.188196773,9554440.66,12958005.790015537,6150875.529984464,9549321.94,12914306.523605026,6184337.356394973,9633305.56,13897148.453376878,5369462.666623122,5851434.69,8556175.501474377,3146693.8785256245
1480,8692857.64,12008399.594271867,5377315.685728135,5964237.3,9354242.309611179,2574232.29038882,10137570.33,14234847.954557635,6040292.705442364,8340467.68,11624327.18757197,5056608.172428029,8581489.68,12022198.106937854,5140781.253062146,8770467.66,12758220.722561475,4782714.597438526,5679915.33,8512509.441484954,2847321.2185150464
1490,8717565.03,11729586.218298648,5705543.841701352,6310982.74,9554893.725531477,3067071.754468523,10547576.55,14412893.036063805,6682260.063936195,8224513.76,11157890.510545583,5291137.009454416,8831338.53,12066537.473049592,5596139.586950407,8386395.73,11849249.205588806,4923542.254411195,5522509.26,7951076.831775819,3093941.6882241806
1500,10121212.33,13724982.385585036,6517442.274414965,6900655.3,10676436.512790825,3124874.0872091753,11059629.11,15376596.62258203,6742661.59741797,9312271.01,12681473.817765372,5943068.202234628,9282590.8,12698194.878985828,5866986.721014174,9617572.14,13869916.531054998,5365227.748945003,5967279.17,8772281.397222579,3162276.942777421
1510,10734978.3,14446142.859473057,7023813.7405269435,7464624.26,11202425.763767283,3726822.756232715,11360023.38,15812945.7094706,6907101.050529401,9932843.53,13570049.1022993,6295637.9577007,10143578.83,13770368.91776092,6516788.742239081,10705093.6,15097750.929828947,6312436.270171052,6630601.41,9604669.240569957,3656533.5794300437
1520,10502662.72,14233832.583515257,6771492.856484745,7756177.54,11523070.721706992,3989284.3582930076,11187846.37,15706580.517889876,6669112.222110122,9628261.44,13254708.661829099,6001814.218170899,10399813.49,14231388.75461743,6568238.225382569,11384162.58,15953664.556059558,6814660.603940443,6506938.29,9451054.826460857,3562821.753539143
1530,10051217.33,13684995.93100284,6417438.72899716,8082073.15,11917404.926763745,4246741.373236256,11331570.23,16003536.735871146,6659603.724128855,9919666.69,13510927.167285055,6328406.212714943,10295814.0,14024198.312111188,6567429.687888811,10754721.72,15375602.519793123,6133840.920206877,6404693.2,9190737.265265822,3618649.134734179
1540,10359211.03,14361454.543600284,6356967.516399715,8171559.57,12439221.424411485,3903897.7155885156,11813499.71,16713842.291744124,6913157.128255878,10105823.25,13995488.446863223,6216158.053136777,10144225.19,14066681.786850177,6221768.593149823,10683456.48,15567206.2595175,5799706.700482501,6440465.57,9486852.54956834,3394078.59043166
1550,9699604.75,13799172.419303466,5600037.080696534,7175350.82,11287696.452807844,3063005.187192157,11108249.14,15878066.826144835,6338431.453855166,9426682.87,13445490.72025309,5407875.019746909,9693951.6,13752511.171253804,5635392.028746196,9692163.31,14282221.471347693,5102105.148652308,5757949.71,8478226.74819089,3037672.6718091103
1560,9779475.54,13883353.530657457,5675597.549342541,6685089.27,10203691.832712099,3166486.707287899,11425015.94,16155395.828924093,6694636.051075906,9870250.26,14017759.507708818,5722741.012291182,9911548.25,14032412.390413886,5790684.109586114,10025657.96,14834666.033542275,5216649.886457727,6155661.64,9392722.358306583,2918600.921693417
1570,10777275.58,14976652.764760876,6577898.395239124,7147500.3,10672005.238296226,3622995.361703775,11425539.28,15720321.719174702,7130756.840825297,10960300.78,15147232.266127478,6773369.293872519,10292842.39,14432223.140913514,6153461.639086487,10147785.15,14627610.473216772,5667959.826783229,5744388.56,8680725.402813638,2808051.717186362
1580,11798915.06,16311701.49234665,7286128.627653351,7239809.59,11033520.268390995,3446098.911609006,12483816.5,17244239.63017133,7723393.369828669,11925395.18,16457624.7252694,7393165.634730601,11243476.26,15745107.047975987,6741845.472024012,10309306.72,14743839.101286735,5874774.338713266,6351121.34,9583985.50866888,3118257.1713311183
1590,10990633.95,15610763.940993102,6370503.959006896,7794359.58,11926186.899829073,3662532.2601709273,12498433.6,17334926.004996397,7661941.195003602,10942056.73,15514822.024617853,6369291.435382148,10912908.02,15559670.920922348,6266145.119077651,10486371.74,15146440.179664101,5826303.300335899,5875226.52,8910124.77259072,2840328.2674092804
1600,10312638.73,14640833.124803385,5984444.335196616,7456972.99,11303649.288014188,3610296.6919858125,11763453.64,16440859.035460833,7086048.244539169,10277765.18,14562586.728124844,5992943.6318751555,10316477.54,14662056.880963638,5970898.199036361,10130455.13,14466492.314065427,5794417.945934574,5365380.0,8528720.497119322,2202039.5028806785
1610,11236403.74,15634810.0962907,6837997.3837093,8397159.79,12575365.809512882,4218953.770487117,12571592.48,17467184.579430383,7676000.380569617,10993668.21,15292339.866613766,6694996.553386236,10542244.84,14712077.989474133,6372411.690525866,10562099.1,15188272.88780371,5935925.31219629,5707921.38,8642281.61140119,2773561.1485988116
1620,11926254.72,16704524.121061835,7147985.318938165,9350284.76,14040726.565803904,4659842.9541960955,12806864.52,18014275.81357882,7599453.226421176,11738688.8,16425477.383387767,7051900.216612235,11121178.76,15672054.09524617,6570303.424753831,11393762.99,16496720.653259933,6290805.326740067,6933753.63,10584326.440511059,3283180.8194889408
1630,13078244.74,18137992.754319083,8018496.725680917,10088354.68,15092426.546270678,5084282.813729322,13523764.79,18855582.806342095,8191946.773657903,13152099.84,18228039.5986242,8076160.081375802,12461987.46,17444425.812195316,7479549.107804688,11458675.5,16525105.632663036,6392245.367336964,6452675.35,10066404.700212676,2838945.9997873222
1640,13111633.58,18297469.028211262,7925798.131788739,10168326.83,15095486.523700587,5241167.136299414,13614391.97,19055174.542868897,8173609.397131102,13033680.23,18220969.105526738,7846391.354473263,12561778.83,17655961.57722534,7467596.082774661,11302972.51,16286606.094389305,6319338.925610695,7116529.56,10990114.4933065,3242944.6266934983
1650,14138142.44,19731546.36122632,8544738.518773679,10862698.29,16218332.749414492,5507063.830585506,14796935.03,20636081.93968646,8957788.12031354,14192273.12,19872361.151243746,8512185.088756252,13780607.8,19347600.471940845,8213615.128059158,12078959.96,17585766.0658629,6572153.854137101,8125079.87,12726243.61131645,3523916.1286835494
1660,14073172.58,20066759.71726944,8079585.44273056,11083769.85,16802535.75539238,5365003.944607619,14631573.86,20871642.54092039,8391505.179079605,13790488.45,19849349.930811245,7731626.969188753,13621831.37,19681868.461930685,7561794.278069315,11295064.44,16719204.689213267,5870924.190786732,7924012.95,12902766.519249948,2945259.3807500526
1670,12841642.75,18463030.92900896,7220254.570991041,9530159.73,14531493.730615232,4528825.729384768,13436638.64,19221991.368212115,7651285.911787887,12664360.32,18205191.894612823,7123528.745387179,12811725.12,18404050.166398093,7219400.073601905,10703671.61,15871730.055518225,5535613.164481775,6716114.34,11091068.484835446,2341160.195164553
1680,14137265.06,20014387.116990473,8260143.003009528,10286089.77,15285319.111776905,5286860.428223094,13858277.19,19603788.344131008,8112766.035868989,13844296.42,19593711.559688132,8094881.280311867,14111562.72,19943932.426774334,8279193.013225668,11947825.81,16961853.905244473,6933797.714755529,7110028.34,11055429.191914754,3164627.488085246
1690,13907521.6,20017904.025783233,7797139.174216764,10982714.96,16513544.581340324,5451885.338659679,13929431.52,19988733.973554086,7870129.066445913,13734524.4,19917214.149031956,7551834.650968045,14004892.54,20098321.085538678,7911463.994461321,12274378.58,17654551.106985316,6894206.053014684,7392182.69,11732039.444527183,3052325.935472817
1700,14166201.27,20221468.192844365,8110934.347155633,10164323.69,15271862.861496136,5056784.518503863,13024813.26,18620947.484366365,7428679.035633635,13804476.64,19635367.98835536,7973585.291644641,13828120.31,19831387.514718637,7824853.105281366,11627284.29,16616742.254465211,6637826.325534786,6894587.27,10557549.075672256,3231625.464327743
1710,13250089.17,19147992.3901746,7352185.949825399,10258576.88,15381965.620085474,5135188.139914527,12997269.24,18574286.362623535,7420252.117376465,13277608.19,19151597.6987998,7403618.681200199,13012727.77,18875796.269356374,7149659.270643625,11172959.27,16121160.028919334,6224758.5110806655,7207229.98,11054846.313640084,3359613.646359917
1720,12600450.24,18029347.35030843,7171553.129691571,9813572.09,14814622.922784477,4812521.257215522,12588616.46,17984068.39639201,7193164.5236079935,12392620.01,17767131.73596312,7018108.284036879,12082138.79,17451910.060916007,6712367.5190839935,11273548.26,15953744.138629908,6593352.381370092,6846384.66,10601107.106926668,3091662.213073333
1730,11871328.51,16877718.059968628,6864938.960031372,8674463.37,12781229.015292134,4567697.724707864,11765778.44,16710246.39474691,6821310.485253088,12021321.48,17061610.426774602,6981032.533225399,11217380.3,16074926.271362495,6359834.328637507,10117766.01,14450804.676714636,5784727.343285363,6565672.31,10102858.76737274,3028485.8526272587
1740,11379495.28,16255527.98694361,6503462.573056389,8567413.88,12987622.079940774,4147205.680059228,11653760.56,16580040.31605281,6727480.803947192,11062399.13,15921435.298665281,6203362.96133472,10897368.49,15663639.7496011,6131097.2303989,9837426.15,14227043.073064733,5447809.226935267,6504490.37,10170720.040271841,2838260.69972816
1750,11337682.74,16909045.15029017,5766320.3297098335,9091566.63,14178052.829231527,4005080.430768476,11771350.34,17347608.211769145,6195092.468230854,11093916.08,16535161.819701891,5652670.340298108,10542338.15,15956254.018282428,5128422.281717572,10080323.15,15294307.152253583,4866339.147746418,6809049.81,10955341.498964464,2662758.121035535
1760,10951861.68,15972492.935355114,5931230.424644886,8569469.68,13388908.830418685,3750030.529581314,11832957.15,16886766.00781385,6779148.292186153,11161859.82,16189903.255184742,6133816.384815259,10368456.81,15320773.369935852,5416140.250064149,10356665.04,15146804.921429664,5566525.158570333,6981291.69,11240171.629818577,2722411.7501814226
1770,11119810.26,16722380.494875588,5517240.025124412,9002697.33,14424836.804875556,3580557.855124443,12058952.0,17749831.461737055,6368072.538262945,11361720.59,16964997.5765091,5758443.603490901,10919768.75,16469577.397358784,5369960.102641216,10223355.54,15587553.014790617,4859158.065209381,7059948.44,11830727.762020923,2289169.1179790767
1780,11872969.88,17261496.527526908,6484443.232473094,9231096.53,14200833.453252807,4261359.606747191,13099090.67,18603878.18043457,7594303.15956543,12088304.93,17525941.965336457,6650667.894663541,11793924.18,17139777.962582737,6448070.397417263,10952702.98,16028321.462666389,5877084.497333612,7115436.84,11435961.577205198,2794912.102794802
1790,11364106.13,16498360.411160916,6229851.848839085,8347594.05,12919919.115651786,3775268.984348214,13176811.63,18512403.909167804,7841219.350832199,11719243.55,16908600.278723504,6529886.821276497,11457905.71,16565125.19755301,6350686.222446991,10496809.64,15038506.113781692,5955113.166218309,6990995.62,10813585.160414213,3168406.0795857874
1800,11267846.86,16278148.903753366,6257544.8162466325,8939616.92,13867030.353655575,4012203.486344425,12932009.18,18334656.637730822,7529361.722269177,11545202.68,16631307.312031828,6459098.0479681725,10977958.02,15952721.945626857,6003194.094373142,10640497.87,15473992.825739555,5807002.914260442,7532830.58,11875516.651470376,3190144.508529624
1810,11593050.07,16770497.631823756,6415602.508176245,9083537.31,14078497.990287594,4088576.6297124075,12882648.75,18297102.702884577,7468194.797115424,11878027.32,17123543.641558398,6632510.998441603,11208175.68,16205447.465093687,6210903.894906311,11608790.91,16705247.18501708,6512334.63498292,7901095.82,12257983.700992214,3544207.939007787
1820,12500867.82,17797507.010123365,7204228.629876634,9702241.24,14717122.954177033,4687359.525822968,13220229.5,18577465.569145933,7862993.430854065,12523001.47,17795767.33273078,7250235.607269221,11717073.14,16711154.379973873,6722991.900026127,12232572.15,17423139.4153603,7042004.884639699,8415245.46,12802281.63984078,4028209.280159222
1830,12687069.79,18340529.519238036,7033610.060761961,10397057.63,15715993.334466543,5078121.925533458,14019953.34,19838652.468646333,8201254.211353668,12683784.54,18346501.248101205,7021067.831898792,12342864.6,17894163.04471497,6791566.155285031,11885252.66,17122777.835588954,6647727.484411047,8181904.64,12764940.354469344,3598868.9255306544
1840,12543395.85,17911824.533586197,7174967.166413803,9777509.17,14540208.203339312,5014810.136660688,14428179.84,20105986.275070976,8750373.404929023,12825221.35,18249542.350021962,7400900.349978038,12420609.44,17701740.239964265,7139478.640035734,11900244.49,16819126.199694905,6981362.780305095,7954237.67,12042333.579268899,3866141.760731102
1850,12294382.66,17602116.348561198,6986648.971438803,10210086.64,15312906.325125866,5107266.954874136,14092365.39,19805800.051825542,8378930.72817446,12595664.95,17974408.662058577,7216921.2379414225,12373168.25,17603010.72164746,7143325.77835254,11882083.02,16929161.90929844,6835004.130701561,7781889.82,12155896.202983594,3407883.437016407
1860,12695468.29,17533529.91180005,7857406.66819995,8909497.29,12894383.69611059,4924610.883889409,14472561.24,19838199.38426198,9106923.095738018,12807103.49,17756191.48187937,7858015.498120632,12976301.86,17824345.937296614,8128257.782703386,12163895.22,16904394.13493763,7423396.305062371,7488758.47,11268361.726640256,3709155.213359743
1870,12242599.0,16802378.909794606,7682819.090205396,8326007.61,11951622.118153578,4700393.101846423,14365821.21,19425004.303162172,9306638.11683783,12397995.03,17016777.566483945,7779212.493516052,11994566.37,16478599.115839723,7510533.624160275,11599423.22,15978236.978989387,7220609.461010614,6434108.48,9528067.888983412,3340149.071016589
1880,12464049.18,17109821.731600616,7818276.628399383,8450202.55,12023478.01070079,4876927.089299211,14949246.83,20217290.07075809,9681203.58924191,12430213.48,17059950.672136795,7800476.287863207,12739933.06,17426078.856617015,8053787.263382985,12146376.48,16681690.95725092,7611062.002749082,7219400.52,10669879.043703694,3768921.996296305
1890,12955574.54,17567282.244337678,8343866.83566232,7785867.97,10958347.441245478,4613388.498754521,13957594.54,18829862.595878348,9085326.484121649,12639630.17,17181044.338022746,8098216.001977252,12417059.46,16827634.924668137,8006483.995331864,11612475.31,15759746.588656124,7465204.031343876,6040737.49,8873057.496971253,3208417.4830287476
1900,12528144.11,17275399.650879703,7780888.5691202935,8331999.75,11948797.280829744,4715202.219170256,13954511.14,19002855.15623419,8906167.12376581,12207497.73,16806890.323374104,7608105.136625898,12555446.72,17246325.480719313,7864567.959280689,11543593.53,15823881.455982003,7263305.604017995,6877081.18,10129842.94991078,3624319.410089219
1910,11356278.87,15913050.901063818,6799506.83893618,7141032.61,10297906.396771137,3984158.8232288645,13398380.34,18301139.560359083,8495621.119640918,11450657.74,16109647.11222287,6791668.36777713,10874984.18,15175866.997645812,6574101.362354187,11072414.53,15363547.682217374,6781281.377782623,6256494.75,9422580.783029485,3090408.7169705154
1920,11492965.56,16077642.723748237,6908288.396251764,7180566.06,10458213.655309796,3902918.4646902033,13472030.6,18444872.475877773,8499188.724122226,12009703.51,16708931.554787826,7310475.465212174,10961193.04,15126471.393551791,6795914.686448207,11865031.81,16315204.789785236,7414858.830214766,6289503.91,9248728.779053267,3330279.0409467327
1930,10803679.91,15015346.462813947,6592013.357186053,7177251.24,10389273.051647894,3965229.4283521073,13020416.9,17543270.685396656,8497563.114603344,11191653.84,15536528.15350447,6846779.526495529,10418405.22,14405275.420430072,6431535.01956993,10154153.55,13931766.181458939,6376540.918541062,6284031.74,9152778.354324756,3415285.1256752447
1940,11016655.09,15140726.898737334,6892583.281262665,7206804.61,10447553.227725035,3966055.992274966,12848700.3,17399235.84709159,8298164.752908411,11457166.65,15715864.277017672,7198469.022982329,10322010.31,14309658.855969258,6334361.764030744,9968757.71,13499308.473897625,6438206.946102377,6457808.76,9407994.585486654,3507622.934513345
1950,11094274.03,15253046.309360452,6935501.750639547,6936860.44,10117843.3560551,3755877.5239449013,13169133.6,17757326.004654296,8580941.195345704,11527428.87,15794954.409542933,7259903.330457065,10469616.19,14478163.337033575,6461069.042966424,10307694.25,13932307.756331902,6683080.743668099,6067634.34,8930457.203239491,3204811.4767605085
1960,11969688.65,16397272.233734425,7542105.066265575,7492160.83,11049483.860984582,3934837.7990154186,13956036.66,18849821.318229713,9062252.00177029,12161366.09,16636465.555375053,7686266.624624947,10845000.32,15046501.90776782,6643498.732232181,10580149.65,14306283.862338882,6854015.437661119,7052073.2,10338232.260879792,3765914.139120207
1970,12280590.83,17027693.94690593,7533487.713094071,8121933.46,12139411.469515886,4104455.450484114,14253193.14,19405934.642588243,9100451.637411758,12475659.74,17355322.806004416,7595996.673995585,11612914.38,16243220.34458185,6982608.415418153,10481920.15,14570953.13380691,6392887.16619309,7435734.89,11208746.706888491,3662723.073111508
